id_survey,date_of_survey,ticket_system,overall_rating,ease_of_use,likelihood_to_recommend,overall_text,fill_survey,customer_satisfaction,is_satisfied,nps_category,vader_sentiment,transformer_sentiment
T_03621,2024-12-07,Zendesk,4.0,5.0,7.0,"The initial steps of getting everything up and running may require some extra effort and time to navigate through. When it comes to customization, I have noticed certain limitations within Zendesk Suite. While there are options available, I have found that users might feel restricted when trying to customize ticket forms, chat widget appearance, and reporting templates. Having more extensive customization options would greatly benefit businesses, as it would allow us to align the software more closely with our branding and specific requirements. This level of customization would help create a consistent and personalized experience for our customers.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04750,2024-12-28,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03041,2024-11-25,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00107,2024-09-04,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_01206,2024-10-12,Freshdesk,4.0,4.0,8.0,"I have 700+ internal users and sometimes having external users to raise their questions via helpdesk, most of those using email and some of them use the portal to create ticket. It allows me to manage these enquiries in one single platform, and oversee how my agents solving the problems. Freshdesk also provide me a platform to make announcements and create knowledge base to enable users to be self-help while my manpower is limited. Its reports is regularly used, to provide senior management figures for review of work.",Responded,Satisfied,1.0,Passive,Positive,Neutral
T_03144,2024-11-28,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00840,2024-10-02,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02088,2024-11-06,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01890,2024-11-01,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03097,2024-11-27,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04491,2024-12-23,Freshdesk,5.0,5.0,8.0,Pros:Simplicity of the use of the tools and efficiency of the rules of automation.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01129,2024-10-10,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02250,2024-11-09,Freshdesk,5.0,5.0,9.0,Very nice tool thats easy to use and simplifies it for my team on scheduling and callbacks to the customers that require help.Great ticketing software for IT.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00267,2024-09-10,ServiceNow,4.0,4.0,8.0,"The overall experience with ServiceNow has been pretty neutral. While there is no denying that the tool serves its purpose, it must evolve on all fronts to stay in the competition. Support, Interface, Design, New features, everything.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03266,2024-11-30,Jira Service Management,5.0,3.0,7.0,"Al realizar los testing se podian encontrar todos los escenarios para un determinado grupo de empleados, de manera facil y de igual forma se puede ir actualizando el estado de las pruebas y poner detalles de alguna prueba que no haya podido completado.",Responded,Satisfied,1.0,Passive,Negative,Neutral
T_04730,2024-12-28,Zoho Desk,4.0,4.0,8.0,"Better overview of running issues at customers, emails that are being read by colleagues, and forgotten to set to unread are no longer an issue.",Responded,Satisfied,1.0,Passive,Negative,Neutral
T_00457,2024-09-17,Jira Service Management,5.0,3.0,9.0,I will continue to recommend Jira as the go-to platform for ticketing systems and service management. The main reason is Jira's integration abilities. I have yet to meet a system that we cannot integrate into our jira instance.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02136,2024-11-07,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04483,2024-12-23,Zoho Desk,5.0,4.0,9.0,Defenelly help my for get organizate all issues and task to resolve for my customer,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_02880,2024-11-22,Freshdesk,5.0,5.0,10.0,We use many portions of the FreshWorks offering in all departments of our company.,Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_03676,2024-12-08,Freshdesk,5.0,5.0,9.0,"Great customer service, support system and documentation is good",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03381,2024-12-03,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01437,2024-10-18,otrs,,,,,Not Responded,Not Satisfied,,,,
T_04652,2024-12-26,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01925,2024-11-02,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04156,2024-12-16,Zendesk,5.0,4.0,9.0,Ticketing systems feel like a war of attrition but I feel Zendesk sets up to figure out why we're getting the kinds of inquiries that we get. It's as customizable and customizable gets and we've got ours tailored to our needs.,Responded,Satisfied,1.0,Promoter,Negative,Neutral
T_04242,2024-12-18,Zendesk,4.0,5.0,9.0,"Positive experience overall and I would recommend to future orgs that I work with/for. The external users/customers have always had a great experience as well, which is a huge benefit for any org.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01411,2024-10-18,Freshdesk,5.0,4.0,9.0,"Simple to use in all departments. The SLA monitoring system and client communication tracking features of Freshdesk are excellent. It is simple to launch, explore through, and edit.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04355,2024-12-20,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_03870,2024-12-11,Zendesk,5.0,5.0,10.0,It's pleasant as long as you've been using it for a while since you will get around it.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02712,2024-11-18,Jira Service Management,5.0,5.0,9.0,"Document and analyze response times to incidents and projects, and with this data measure the quality of services provided to users.",Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_02823,2024-11-21,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01682,2024-10-26,Zoho Desk,5.0,5.0,10.0,"Pros:it's easy to understand, to tech Agent and it's highly configurable and modulable. It helps us to operate our customer service with focus and quality.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03648,2024-12-07,Jira Service Management,5.0,5.0,9.0,"Pros:A great and user friendly solution, I highly recommend it.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03270,2024-11-30,otrs,5.0,5.0,9.0,Pros:I've been using this tool for about 1 month now and I feel this is a great application to track tickets.The pending reminder feature is great and it lets us know when to follow up next,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02387,2024-11-12,Zoho Desk,3.0,3.0,5.0,Pros:Much better than what we were previously using which was a home grown system. Our company likes the multiple features/apps available and integrating with other features.,Responded,Not Satisfied,0.0,Detractor,Positive,Positive
T_00641,2024-09-25,Zoho Desk,5.0,5.0,10.0,Pros:It's really easy to use and with a great price.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00372,2024-09-15,Zoho Desk,5.0,5.0,10.0,Pros:What I like about the software is it's really helpful and fast.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02172,2024-11-08,Zoho Desk,4.0,4.0,7.0,"Pros:Customizable workflows, easy to use user interface, ticket management and automation. Also supports multiple channels of customer support.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02198,2024-11-08,Freshdesk,5.0,5.0,10.0,We have several team members and with Freshdesk we can back each other up when someone is too busy or out of the office.It is nice to know that our customers will be helped by someone in a timely manner.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04425,2024-12-22,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02583,2024-11-16,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02698,2024-11-18,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04463,2024-12-22,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02619,2024-11-17,Zoho Desk,4.0,4.0,7.0,Pros:The pricing is not very expensive compared to other held desk software. You also get some free lite agents who can put private notes.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01410,2024-10-18,Freshdesk,5.0,5.0,10.0,Pros:Easy to setup.Prompt Support from support team.Ease of Use.Reasonably priced.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03442,2024-12-04,Zoho Desk,4.0,4.0,8.0,"Pros:Ease of deployment made it quick to setup on our website.Try before you buy option is very useful. Large feature set, sufficient to setup a basic service.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04437,2024-12-22,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03444,2024-12-04,Zoho Desk,5.0,5.0,10.0,Pros:the ui experience and the fact that most of the requirements that I can think of are already implemented.,Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_02175,2024-11-08,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03695,2024-12-08,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04149,2024-12-16,Zendesk,4.0,5.0,8.0,"For ease of use, it definitely provides cross-team functionality that I found pretty easy to understand and share with junior team members. To implement it from home base when I worked for a REIT out to hundreds of marketing teams on our properties... that was a little more difficult to be honest. There was a learning curve for that.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04662,2024-12-26,Zendesk,4.0,4.0,8.0,"It really helps our team and empowers the customer to get the answer they're looking for before asking someone.That functionality then allows a lower number of calls and chats which is great for our support team. Overall, it's a great tool and I'd highly recommend it if you have a high number of calls or chats.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00129,2024-09-05,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01636,2024-10-25,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00180,2024-09-07,Freshdesk,5.0,5.0,10.0,"Pros:Freshdesk is intuitive, easy to use, and facilitates a smooth interaction with our customers. They have plenty of 3rd party extensions and even have a web-app Freshchat that we recently integrated on our site. Their customer service is top notch as well!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00488,2024-09-19,Zoho Desk,5.0,5.0,10.0,"We could deploy features continuously and as needed, this helped us ease into CRM and prevented the risks involving a huge initial investment and resistance from stakeholders.Also, the whole suite of integrated products provided us with the possibility of a single backend for all business needs.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00315,2024-09-12,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01661,2024-10-25,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04566,2024-12-24,otrs,,,,,Not Responded,Not Satisfied,,,,
T_04486,2024-12-23,Freshdesk,4.0,4.0,9.0,Overall we're happy with Freshdesk and have been using it for about five years now.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03363,2024-12-02,Jira Service Management,5.0,4.0,9.0,Too many !!,Responded,Satisfied,1.0,Promoter,Neutral,Negative
T_03249,2024-11-30,Freshdesk,4.0,5.0,9.0,"I was looking for a well-packaged product that answers my needs out of the box and requires minimal customization and implementation work. It HAD to be intuitive, the easier the software adoption in my environment, the better!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02412,2024-11-12,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02912,2024-11-23,Zoho Desk,5.0,5.0,10.0,Pros:We were looking for a good help desk software and Zoho covered all of our necesities.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03337,2024-12-02,Freshdesk,4.0,4.0,8.0,Its provided me with a proper format to which tickets can be logged. A new look at what is needed in a ticketing system and how much it can benefit a company.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03538,2024-12-05,Jira Service Management,4.0,4.0,6.0,Soddisfacente,Responded,Satisfied,1.0,Detractor,Neutral,Negative
T_02724,2024-11-19,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03718,2024-12-09,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02917,2024-11-23,Zoho Desk,5.0,5.0,9.0,Pros:The application shows very consistent on its business rules and it's just amazing how user friendly the tool is!,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02817,2024-11-20,otrs,,,,,Not Responded,Not Satisfied,,,,
T_01274,2024-10-14,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01418,2024-10-18,Zendesk,4.0,3.0,5.0,"Good tool, but a bit pricey, and support is mediocre.",Responded,Satisfied,1.0,Detractor,Positive,Negative
T_04546,2024-12-24,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04670,2024-12-26,otrs,,,,,Not Responded,Not Satisfied,,,,
T_01813,2024-10-29,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04097,2024-12-15,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00253,2024-09-10,Zoho Desk,4.0,5.0,8.0,Can manage the support tickets more efficiently. Also put the tasks in right path.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_02713,2024-11-18,Jira Service Management,5.0,5.0,10.0,"So far so good, I've been having an awesome experience and I hope we keep moving some of our operations to this plattform.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04792,2024-12-29,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00332,2024-09-13,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00187,2024-09-07,Zendesk,4.0,4.0,8.0,"Great way to keep up with inbound customer inquiries, applications, and helpdesk tickets.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01954,2024-11-03,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03085,2024-11-27,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03238,2024-11-30,Freshdesk,4.0,5.0,7.0,"Overall, Freshdesk has helped our businesses provide better customer support, improve efficiency, and increase customer satisfaction. It has an easy to use sleek web portal.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03985,2024-12-13,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02293,2024-11-10,Freshdesk,5.0,5.0,10.0,"Freshdesk helps us to organize all external communication (e-mail, telephone) in a systematic way as tickets that can be easily be assigned toappropriate staff and is transparant to everybody in the organization.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01768,2024-10-28,Freshdesk,5.0,5.0,9.0,Easily track any reoccurring issues so that we could solve problems quicker.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_00444,2024-09-17,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04658,2024-12-26,Zendesk,4.0,3.0,8.0,"We have a contact center; and we need to communicate wit hour customer through different channel, i.e. Social Media, Chat, Call etc. Zendesk gives you a platform to interact with the customer on a single platform.",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_02188,2024-11-08,Freshdesk,5.0,5.0,10.0,"In my experience, Freshdesk has been a great customer support software that has helped me manage customer inquiries and complaints more efficiently. While there have been some minor issues with pricing and occasional technical glitches, overall, I've had a positive experience using Freshdesk. Its user-friendly interface, automation capabilities, and reporting tools have made my work more manageable and streamlined.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04317,2024-12-20,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04241,2024-12-18,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03910,2024-12-12,Freshdesk,5.0,4.0,7.0,"Freshdesk has been a comprehensive and intuitive help desk solution for our organization. We have been impressed with its automation and reporting capabilities, as well as its user-friendly interface. Although there were some limitations, we have been very satisfied with our experience with Freshdesk and would highly recommend it to any organization looking for a powerful and affordable help desk solution.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00046,2024-09-02,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01595,2024-10-23,Jira Service Management,5.0,4.0,9.0,Overall satisfied with the product and feature,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02265,2024-11-09,Zendesk,3.0,2.0,3.0,Pros:The built-in analytics and the search database function.,Responded,Not Satisfied,0.0,Detractor,Neutral,Positive
T_04280,2024-12-19,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_04197,2024-12-17,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00124,2024-09-05,Freshdesk,4.0,5.0,10.0,Excellente!,Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_00098,2024-09-04,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03737,2024-12-09,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02681,2024-11-18,Freshdesk,4.0,5.0,7.0,"We used Freshdesk to provide a ticketing system to manage and prioritise the support and product enquiries from our customers. It also provided us with a Customer Portal to allow customers to access a knowledgebase for self-help and to submit/view tickets. Our experience was positive, with good support when we needed it.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03227,2024-11-30,Zoho Desk,5.0,4.0,9.0,Pros:I like how it is simple and efficient in document creation. Has numerous options when you want to integrate cloud services. The free version offers a lot.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01643,2024-10-25,Freshdesk,3.0,4.0,5.0,Freshdesk has been a very okay tool to use. It gets the job done but no more than that.,Responded,Not Satisfied,0.0,Detractor,Negative,Positive
T_04855,2024-12-30,Zoho Desk,3.0,2.0,5.0,Pros:Agent interface looks good and it was very easy to brand the logos for our company.It is a nice graphical interface.,Responded,Not Satisfied,0.0,Detractor,Positive,Positive
T_04445,2024-12-22,Zendesk,5.0,5.0,9.0,"Zendesk replaced our legacy ticket system, which was clunky and not cloud-based. With Zendesk being in the cloud, we can access customer information, ticket details, etc. from wherever we are. Perhaps most importantly, it permitted customers to give direct feedback as soon as a ticket is marked closed. This has been an invaluable tool for us in evaluating whether we're providing top-notch support.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02622,2024-11-17,Zoho Desk,5.0,5.0,10.0,We have tried several desk solutions but most of them lacked the possibility to intergate into our ZoHo CRM sytem and offered not so much customizable solutions such as reports. We also make use of ZoHo Desk to support our incident reports for our management systems.,Responded,Satisfied,1.0,Promoter,Positive,Negative
T_04056,2024-12-14,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00058,2024-09-03,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01025,2024-10-07,Zendesk,5.0,3.0,8.0,Pros:It's a centralized communication and ticketing system. It allows us to keep track of customer comms and link them to specific items within our systems.,Responded,Satisfied,1.0,Passive,Neutral,Positive
T_01327,2024-10-16,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02875,2024-11-22,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03129,2024-11-28,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01214,2024-10-12,Zendesk,4.0,4.0,7.0,Zendesk is good for handling high volume contacts and managing a large base of agents.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01649,2024-10-25,Freshdesk,5.0,4.0,9.0,It is an amazing experience using Freshdesk. Customer support is best,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02889,2024-11-22,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02640,2024-11-17,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01321,2024-10-15,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03120,2024-11-27,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02607,2024-11-16,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_01809,2024-10-29,Freshdesk,4.0,4.0,8.0,"Pros:Ease of using a new mobile app for Freshdesk CRM for new generation users, equally good desktop console.Canned answers feature is very useful",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03034,2024-11-25,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02874,2024-11-22,Zoho Desk,5.0,5.0,10.0,Pros:Free Basic Version to test and lern. Can be enough for a small Project. Nice Design an easy to navigate. Tablet and Phone App a great Plus. Zoho Form is a great Addition for creating tickets,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02126,2024-11-06,otrs,5.0,5.0,10.0,Pros:the most i liked about this software is it is afastest communicating have best response with in sec which makes our daily usage more and give the best expirence in front and has the fastest resolution from the otrs tech team if any issues are given,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02229,2024-11-09,Zoho Desk,5.0,5.0,10.0,My experience everytime is a good one. I love it all over again when I use Zoho Desk every day of the week,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04737,2024-12-28,Zoho Desk,5.0,4.0,10.0,"Great for huge project management, you can connect with Zoho Analytics and get amazing reports. So you can know the generals and the specifics in detail too!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04543,2024-12-24,Zendesk,5.0,5.0,10.0,Zendesk does so much more than expected. The chat and reports were so important for us to grow and manage every customer interaction.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02331,2024-11-11,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01525,2024-10-22,Zoho Desk,5.0,4.0,10.0,Have used a trial under a different company test name.A really excellent product.Still learning.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02308,2024-11-10,Zendesk,5.0,5.0,10.0,"Pros:I love Zendesk! I have used so many different ticketing systems and this is by far the best. It is easy to navigate around, easy to setup things such as rules/triggers/departments and macrosAnd I highly recommend this system",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00079,2024-09-03,Zendesk,5.0,5.0,10.0,"Pros:I love the functionality and that you are able to curate canned responses to be applied. This makes responding to customers 10 times easier and a most faster process. I also appreciate that I am able to track the email I just sent as well, for notation purposes.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03916,2024-12-12,Freshdesk,5.0,5.0,10.0,"Freshdesk is a great helpdesk application that really competes with the 'big guys'... not only with features, but with price as well. Freshdesk has an amazing and intuitive import feature unlike its competitors. It allows you to import your customer details effortlessly.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01940,2024-11-02,Zendesk,4.0,5.0,7.0,Pros:Good base functionsEasy to useEasy to operationalizeEasy to implement and trainZendesk has some great initial features (base features) and is easy to setup and to use.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_02135,2024-11-07,Zoho Desk,5.0,4.0,9.0,"Pros:A very good customer support application with a lot of features, the template especially makes ticketing very easy and fast. The software allows for integration with other application. Awesome product!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02970,2024-11-24,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01571,2024-10-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02286,2024-11-10,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03622,2024-12-07,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01598,2024-10-24,Zoho Desk,5.0,5.0,10.0,Issues got resolved on Time and we could track the response time.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01563,2024-10-23,Zoho Desk,5.0,5.0,10.0,Logging and reporting of user support requests.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_02002,2024-11-04,Zoho Desk,4.0,4.0,8.0,"The ability to communicate with variouscategories of people- customers, suppliers and more",Responded,Satisfied,1.0,Passive,Positive,Neutral
T_03512,2024-12-05,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02003,2024-11-04,Zoho Desk,4.0,4.0,9.0,"Pros:At the first opening, it's a little scary. There are many menus in all directions, but after a few moments of use, the logic of the application is simple to handle.",Responded,Satisfied,1.0,Promoter,Negative,Neutral
T_00439,2024-09-17,Freshdesk,5.0,4.0,8.0,Great tool used in our business to assist our customers.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00832,2024-10-02,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03791,2024-12-10,Freshdesk,5.0,5.0,10.0,"My experience with Freshdesk (4 years) is only positive.If I have a concern, it's addressed by fast and with grace by Freshdesk's Product Support team.Freshdesk's commitment to excellence makes our team's job simple in providing excellent customer support to our clients and their customers.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04845,2024-12-30,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01835,2024-10-30,Zoho Desk,4.0,5.0,7.0,"Pros:Ease of use, customer service, brand modifications",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_00479,2024-09-18,Zendesk,5.0,5.0,9.0,The overall experience was good and provides excellent features. They can probably work on providing priority support to first-time users.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00828,2024-10-02,Zoho Desk,4.0,5.0,10.0,It is good and easy to use,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02723,2024-11-19,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04751,2024-12-28,Freshdesk,5.0,5.0,10.0,"We use for enhancing perfomance of our support teams, internal and external. All our team members love Freshdesk.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01564,2024-10-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00035,2024-09-02,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00590,2024-09-23,Zoho Desk,4.0,4.0,8.0,"Pros:All features that required in a ticketing solution were met by Zoho Desk free. There are definitely advantages to upgrading to a higher tier, but one could easily make it by without if they structured things intelligently on their end.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00895,2024-10-04,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00370,2024-09-15,Zoho Desk,5.0,5.0,10.0,"Zoho Desk helps businesses organize their affairs, manage customer interactions, and structure their way of dealing with customers. Our support agents can readily get information and answers from the customisable knowledge base within Zoho Desk. We employed a reporting tool to have a better understanding of our support desk and future difficulties.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03084,2024-11-26,otrs,,,,,Not Responded,Not Satisfied,,,,
T_02454,2024-11-13,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01493,2024-10-20,ServiceNow,5.0,2.0,8.0,"Overall, this is a solid product with good customer service.Deploying it was fairly complicated, but once it integrated with our existing workflows, it has been great to use.We have not experienced any work-stopping outages.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01886,2024-11-01,Freshdesk,5.0,5.0,9.0,"This software is what drives our CSR's and support for the entire company.We have offices in Spokane, Seattle, Nashville, Atlanta, Pensacola, Statesville NC, Indiana and Utah.It gives all of our offices visibility for open tickets, and management has great reporting tools to monitor how long it takes to resolve customer issues, etc...",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00848,2024-10-02,Zendesk,4.0,3.0,8.0,"I think it provides incredible power for cross-team collaboration within an organization and makes client-facing communication a breeze. Some of the functionality can seem a bit clunky/ non-intuitive when learning the system, but with thorough training and time, these can be overcome.",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_00018,2024-09-01,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04324,2024-12-20,Freshdesk,5.0,5.0,7.0,Great for using as a ticket system for IT,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00460,2024-09-17,otrs,5.0,5.0,9.0,Speed and efficiency,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_00751,2024-09-29,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04694,2024-12-27,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03220,2024-11-29,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02558,2024-11-15,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02114,2024-11-06,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00415,2024-09-16,Jira Service Management,5.0,5.0,9.0,Pros:Ease of use and tracking activity made reliable.Dashboard gives a realistic overview of all aspects of project management.Scrum masters' dream come true!,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04183,2024-12-17,Freshdesk,5.0,5.0,10.0,"we have used this software form many years, and it has a great help in the managing and solving of tickets from any issues with the users.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03969,2024-12-13,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00493,2024-09-19,Zoho Desk,5.0,4.0,9.0,"Pros:What I like the most is the price structure. You really get a lot of value comparing to the other big helpdesk software platforms.Also the easy integratiosn with other Zoho applications is a huge advantage.It's a very mature pease of software, it really helped to streamline the support in my company.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00431,2024-09-17,Freshdesk,5.0,5.0,10.0,Freshdeks is helping us keep our customers happy by providing a platform to address their concerns and issues and resolve them. It is making our business grow.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02533,2024-11-15,Freshdesk,5.0,5.0,9.0,We provide IT support to over 2000 users with this platform and we never have any issues with it. It is both effective and reliable.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03119,2024-11-27,Zendesk,4.0,4.0,9.0,"In general, Zendesk suite is a great option for companies wishing to enhance their customer support processes.",Responded,Satisfied,1.0,Promoter,Positive,Positive
